metric,label,n_high,mean_high,sd_high,n_low,mean_low,sd_low,mean_difference,ci95_low_welch,ci95_high_welch,t,df,p_value,hedges_g,q_bh
resident_experience_composite,Resident well-being composite,32,0.31944568506919235,0.65248600359260067,30,-0.3407420640738052,0.75621940005077648,0.66018774914299749,0.29998901434283393,1.0203864839431611,3.6696032572160124,57.434498869994727,0.00053356482022428372,0.92529442127609185,0.0013339120505607093
positive_affect,Positive affect,32,1.75390625,0.30368100404493847,30,1.5708333333333333,0.31087219719445125,0.1830729166666667,0.026776609709614096,0.3393692236237193,2.3433696672851103,59.528488964000687,0.022469453307590096,0.58850264842803335,0.028086816634487619
negative_affect,Negative affect,32,0.4289772727272726,0.36745384387615987,30,0.73939393939393883,0.49259742955602731,-0.31041666666666623,-0.5328849514932944,-0.087948381840038087,-2.7980394917481588,53.522811370328782,0.0071312009440568569,-0.70874153639531123,0.011885334906761429
life_satisfaction,Life satisfaction,32,5.2421875,1.0109967434777329,30,4.2833333333333332,1.0144077032957444,0.95885416666666679,0.44397729481586812,1.4737310385174656,3.7255153776057672,59.715742503461044,0.00043455819504128741,0.93499365448859695,0.0013339120505607093
belonging,Belonging,32,5.1484375,1.0255985172319562,30,4.5250000000000004,1.2770352248537395,0.62343749999999964,0.031698472219524376,1.2151765277804749,2.110850391895903,55.642343871779161,0.039292389391872233,0.53346517599785137,0.039292389391872233
