participant_id,community_group,endpoint_id,lock,erp_component,window_start_ms,window_end_ms,electrodes,compatibility,stimulus_factor,stimulus_level,semantic_cell_id,retained_trial_count,mean_amplitude_uv
ERP046,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,4,14.134969150422634
ERP047,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,20,7.9147367034094813
ERP047,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,20,6.6507494142118304
ERP047,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,20,6.4170077468804116
ERP047,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,20,5.7280717089547295
ERP048,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,20,1.8781418527069604
ERP048,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,19,3.6831597580838942
ERP048,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,17,0.45552124530577243
ERP048,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,16,2.2762527791668195
ERP049,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,20,10.401471573641771
ERP049,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,20,12.1157997453661
ERP049,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,19,10.576842632603027
ERP049,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,19,11.846359749998363
ERP050,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,20,-0.52217136076500081
ERP050,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,20,2.9681955348786158
ERP050,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,20,-0.36457471774849426
ERP050,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,20,3.5136274656104818
ERP051,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,15,4.3273013337531481
ERP051,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,17,5.9781479601003618
ERP051,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,13,5.9877291066431759
ERP051,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,13,7.5817372482178094
ERP052,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,20,8.5347822503859128
ERP052,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,20,9.9198248874113464
ERP052,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,19,9.0142090743340404
ERP052,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,19,9.979002694954513
ERP053,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,20,2.6588566386668466
ERP053,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,20,2.9353695655886201
ERP053,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,17,3.5273777038917999
ERP053,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,17,1.5450744322754932
ERP054,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,12,7.7872968659663471
ERP054,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,15,9.0192279016994359
ERP054,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,15,6.8935888408435497
ERP054,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,13,8.6280394739521746
ERP055,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,15,7.6105903669132502
ERP055,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,18,11.632502535301109
ERP055,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,14,7.2846749017740322
ERP055,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,14,15.631417771768803
ERP056,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,13,16.272610495386623
ERP056,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,11,16.859516401717357
ERP056,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,14,15.176860544167875
ERP056,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,8,10.375606699516251
ERP059,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,17,2.2840198095531785
ERP059,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,18,-0.14594565376564367
ERP059,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,12,1.512803406398723
ERP059,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,10,3.9365806753350068
ERP060,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,15,2.5992597705070644
ERP060,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,13,2.2671440794416009
ERP060,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,12,1.5009485969093954
ERP060,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,10,1.1496905864403679
ERP001,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,positive,compatible_positive,19,4.446393463234152
ERP001,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,negative,compatible_negative,20,2.9528118550354394
ERP001,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,negative,incompatible_negative,20,3.7805770079966141
ERP001,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,positive,incompatible_positive,20,2.6428816993245388
ERP002,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,positive,compatible_positive,20,3.3180690305825848
ERP002,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,negative,compatible_negative,20,3.6474810059882925
ERP002,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,negative,incompatible_negative,17,-0.58187609175419652
ERP002,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,positive,incompatible_positive,20,3.5301678026545078
ERP003,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,positive,compatible_positive,20,-1.1289434099617754
ERP003,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,negative,compatible_negative,20,-0.083828462796195505
ERP003,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,negative,incompatible_negative,19,-0.44912116689054465
ERP003,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,positive,incompatible_positive,19,-1.9536721739830338
ERP004,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,positive,compatible_positive,20,4.2366585388044466
ERP004,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,negative,compatible_negative,20,3.4957632602409738
ERP004,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,negative,incompatible_negative,20,2.0006425170515834
ERP004,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,positive,incompatible_positive,20,1.0771785045759312
ERP006,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,positive,compatible_positive,11,9.5303975524343585
ERP006,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,negative,compatible_negative,10,4.7365361056705053
ERP006,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,negative,incompatible_negative,13,6.5873271958920308
ERP006,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,positive,incompatible_positive,10,7.9632701108195878
ERP007,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,positive,compatible_positive,19,1.5390758738309802
ERP007,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,negative,compatible_negative,19,0.0078198155127902624
ERP007,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,negative,incompatible_negative,20,1.0115881618705156
ERP007,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,positive,incompatible_positive,19,0.00011511877061807715
ERP008,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,positive,compatible_positive,20,1.0277016071371259
ERP008,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,negative,compatible_negative,20,2.6109596306785399
ERP008,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,negative,incompatible_negative,20,1.5528909460676701
ERP008,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,positive,incompatible_positive,20,1.180204762115721
ERP009,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,positive,compatible_positive,20,8.7926163896703606
ERP009,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,negative,compatible_negative,20,7.1264676574203616
ERP009,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,negative,incompatible_negative,20,0.72818854799681854
ERP009,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,positive,incompatible_positive,19,3.3865396951415225
ERP010,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,positive,compatible_positive,12,3.737211781686919
ERP010,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,negative,compatible_negative,13,3.0110320153420482
ERP010,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,negative,incompatible_negative,19,2.2894727835386757
ERP010,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,positive,incompatible_positive,19,2.3326083799023927
ERP011,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,positive,compatible_positive,20,2.2880967484349632
ERP011,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,negative,compatible_negative,20,3.1294762221779791
ERP011,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,negative,incompatible_negative,20,1.6314186209165089
ERP011,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,positive,incompatible_positive,20,1.4821149688229951
ERP012,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,positive,compatible_positive,18,7.4659877934333299
ERP012,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,negative,compatible_negative,20,7.242848357873223
ERP012,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,negative,incompatible_negative,20,2.8097094379171299
ERP012,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,positive,incompatible_positive,20,4.9867780515968221
ERP013,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,positive,compatible_positive,20,2.1182868989235133
ERP013,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,negative,compatible_negative,20,1.6578527458093839
ERP013,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,negative,incompatible_negative,20,0.97732968328468139
ERP013,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,positive,incompatible_positive,20,0.15529912400866619
ERP014,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,positive,compatible_positive,14,5.0523838643136667
ERP014,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,negative,compatible_negative,14,6.9151533145512705
ERP014,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,negative,incompatible_negative,19,1.8071689526690948
ERP014,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,positive,incompatible_positive,16,2.173188439206529
ERP015,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,positive,compatible_positive,18,1.702871279357006
ERP015,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,negative,compatible_negative,19,3.0706096428364948
ERP015,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,negative,incompatible_negative,20,0.34600935183157983
ERP015,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,positive,incompatible_positive,20,0.21664095041029258
ERP017,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,positive,compatible_positive,20,5.5882438791517508
ERP017,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,negative,compatible_negative,19,3.8904122664659746
ERP017,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,negative,incompatible_negative,19,4.5946495017837092
ERP017,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,positive,incompatible_positive,19,4.2560315661689181
ERP018,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,positive,compatible_positive,20,-2.1166153823590079
ERP018,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,negative,compatible_negative,20,0.96169178238652664
ERP018,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,negative,incompatible_negative,19,-0.52711754320029391
ERP018,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,positive,incompatible_positive,17,-1.4271801363585817
ERP019,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,positive,compatible_positive,20,2.1657927669770753
ERP019,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,negative,compatible_negative,20,4.0386980919643953
ERP019,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,negative,incompatible_negative,20,2.1638384425753125
ERP019,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,positive,incompatible_positive,20,1.1753191572842792
ERP020,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,positive,compatible_positive,9,9.3871766653062902
ERP020,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,negative,compatible_negative,8,12.802265388711289
ERP020,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,negative,incompatible_negative,18,2.6365371336065682
ERP020,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,positive,incompatible_positive,20,5.3877224290698029
ERP021,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,positive,compatible_positive,15,-0.89489187867647646
ERP021,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,negative,compatible_negative,15,-2.5442493465748521
ERP021,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,negative,incompatible_negative,19,-2.0170440278459094
ERP021,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,positive,incompatible_positive,18,0.18731808354706006
ERP022,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,positive,compatible_positive,20,4.0493000832056012
ERP022,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,negative,compatible_negative,20,5.7382102163653848
ERP022,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,negative,incompatible_negative,19,2.0198568503454197
ERP022,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,positive,incompatible_positive,17,0.53073210649241243
ERP023,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,positive,compatible_positive,20,-0.45505785893560935
ERP023,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,negative,compatible_negative,20,2.8354164355733955
ERP023,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,negative,incompatible_negative,18,-0.60225521838813789
ERP023,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,positive,incompatible_positive,20,-0.84023758440037111
ERP024,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,positive,compatible_positive,20,1.823164402396364
ERP024,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,negative,compatible_negative,20,0.67411449060384432
ERP024,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,negative,incompatible_negative,19,0.55383112395621881
ERP024,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,positive,incompatible_positive,19,1.0168968312725828
ERP025,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,positive,compatible_positive,20,4.6649551612782476
ERP025,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,negative,compatible_negative,20,2.8239593210776524
ERP025,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,negative,incompatible_negative,20,1.318177358020499
ERP025,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,positive,incompatible_positive,20,1.1252045044195906
ERP026,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,positive,compatible_positive,20,-2.1001052806059386
ERP026,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,negative,compatible_negative,20,-2.3245559348298617
ERP026,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,negative,incompatible_negative,19,-3.5559945767581862
ERP026,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,positive,incompatible_positive,17,-0.94085425985620763
ERP027,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,positive,compatible_positive,20,1.052616979756922
ERP027,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,negative,compatible_negative,20,-0.42875372681008145
ERP027,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,negative,incompatible_negative,19,0.26612354676584637
ERP027,high-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,positive,incompatible_positive,18,-0.44872826446592395
ERP029,low-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,positive,compatible_positive,20,-0.17968084772243215
ERP029,low-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,negative,compatible_negative,19,-1.6853663298823158
ERP029,low-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,negative,incompatible_negative,20,-1.5096794056762473
ERP029,low-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,positive,incompatible_positive,20,-1.8253236636368011
ERP030,low-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,positive,compatible_positive,18,6.5849493727805788
ERP030,low-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,negative,compatible_negative,17,0.73264755263866044
ERP030,low-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,negative,incompatible_negative,17,0.89395551849946742
ERP030,low-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,positive,incompatible_positive,16,2.8907514138195278
ERP031,low-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,positive,compatible_positive,19,1.7484293168688994
ERP031,low-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,negative,compatible_negative,20,-3.2104740940484753
ERP031,low-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,negative,incompatible_negative,19,1.9871957299360996
ERP031,low-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,positive,incompatible_positive,20,-0.56046207450624919
ERP032,low-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,positive,compatible_positive,19,-0.17199432735596518
ERP032,low-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,negative,compatible_negative,20,0.50994547862318829
ERP032,low-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,negative,incompatible_negative,20,-0.74827923598347601
ERP032,low-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,positive,incompatible_positive,20,0.67299558796481485
ERP033,low-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,positive,compatible_positive,17,2.0696498600753954
ERP033,low-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,negative,compatible_negative,20,0.86593258837008313
ERP033,low-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,negative,incompatible_negative,19,1.9084975871722043
ERP033,low-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,positive,incompatible_positive,18,0.28139688588205469
ERP034,low-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,positive,compatible_positive,18,-1.7708459345020739
ERP034,low-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,negative,compatible_negative,18,-2.8412622753637793
ERP034,low-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,negative,incompatible_negative,16,-1.084437099732559
ERP034,low-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,positive,incompatible_positive,17,-1.4980098554794155
ERP035,low-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,positive,compatible_positive,15,2.5400947274871131
ERP035,low-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,negative,compatible_negative,15,5.6232710681116282
ERP035,low-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,negative,incompatible_negative,18,0.218831056867138
ERP035,low-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,positive,incompatible_positive,14,-2.1966547822464841
ERP036,low-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,positive,compatible_positive,20,1.2574730758594059
ERP036,low-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,negative,compatible_negative,20,0.40625697331641386
ERP036,low-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,negative,incompatible_negative,20,4.6971393917283519
ERP036,low-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,positive,incompatible_positive,14,3.0154951627310553
ERP037,low-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,positive,compatible_positive,20,0.043753992153438399
ERP037,low-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,negative,compatible_negative,20,-2.1605209286359779
ERP037,low-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,negative,incompatible_negative,20,-2.6128057080241751
ERP037,low-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,positive,incompatible_positive,20,-1.1377422033460121
ERP038,low-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,positive,compatible_positive,19,-0.99847254784762418
ERP038,low-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,negative,compatible_negative,20,-2.468572075514925
ERP038,low-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,negative,incompatible_negative,20,-1.7299058940732752
ERP038,low-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,positive,incompatible_positive,20,-1.0581548530293534
ERP039,low-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,positive,compatible_positive,17,0.58816503636153517
ERP039,low-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,negative,compatible_negative,18,-4.684770152630894
ERP039,low-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,negative,incompatible_negative,16,-2.0224017586186074
ERP039,low-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,positive,incompatible_positive,20,-2.0265011587567159
ERP040,low-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,positive,compatible_positive,20,2.9803519568337729
ERP040,low-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,negative,compatible_negative,20,1.5978337330259635
ERP040,low-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,negative,incompatible_negative,20,-2.585169138270178
ERP040,low-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,incompatible,word_valence,positive,incompatible_positive,20,-0.21880184760917479
ERP041,low-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,positive,compatible_positive,19,1.0674555158020782
ERP041,low-support,word_P3,word,P3,280,400,P5|PO7|PO5|PO3,compatible,word_valence,negative,compatible_negative,19,-0.23287787556623993
