participant_id,community_group,endpoint_id,lock,erp_component,window_start_ms,window_end_ms,electrodes,compatibility,stimulus_factor,stimulus_level,semantic_cell_id,retained_trial_count,mean_amplitude_uv
ERP053,low-support,word_N2,word,N2,160,240,P7|P8|PO7|PO5,compatible,word_valence,negative,compatible_negative,20,-3.9389344570808982
ERP053,low-support,word_N2,word,N2,160,240,P7|P8|PO7|PO5,incompatible,word_valence,negative,incompatible_negative,18,-1.5028650034876463
ERP053,low-support,word_N2,word,N2,160,240,P7|P8|PO7|PO5,incompatible,word_valence,positive,incompatible_positive,16,-3.7293309712122378
ERP054,low-support,word_N2,word,N2,160,240,P7|P8|PO7|PO5,compatible,word_valence,positive,compatible_positive,13,9.9509026868315491
ERP054,low-support,word_N2,word,N2,160,240,P7|P8|PO7|PO5,compatible,word_valence,negative,compatible_negative,14,-3.1686687540933005
ERP054,low-support,word_N2,word,N2,160,240,P7|P8|PO7|PO5,incompatible,word_valence,negative,incompatible_negative,16,6.782654855584962
ERP054,low-support,word_N2,word,N2,160,240,P7|P8|PO7|PO5,incompatible,word_valence,positive,incompatible_positive,12,5.7267929100234829
ERP055,low-support,word_N2,word,N2,160,240,P7|P8|PO7|PO5,compatible,word_valence,positive,compatible_positive,14,0.28823477295993005
ERP055,low-support,word_N2,word,N2,160,240,P7|P8|PO7|PO5,compatible,word_valence,negative,compatible_negative,16,-0.063705237616283661
ERP055,low-support,word_N2,word,N2,160,240,P7|P8|PO7|PO5,incompatible,word_valence,negative,incompatible_negative,15,-1.3023814087458232
ERP055,low-support,word_N2,word,N2,160,240,P7|P8|PO7|PO5,incompatible,word_valence,positive,incompatible_positive,14,4.3097214063713984
ERP056,low-support,word_N2,word,N2,160,240,P7|P8|PO7|PO5,compatible,word_valence,positive,compatible_positive,11,5.1196367436394281
ERP056,low-support,word_N2,word,N2,160,240,P7|P8|PO7|PO5,compatible,word_valence,negative,compatible_negative,12,2.978043631035463
ERP056,low-support,word_N2,word,N2,160,240,P7|P8|PO7|PO5,incompatible,word_valence,negative,incompatible_negative,9,6.4890682939109432
ERP056,low-support,word_N2,word,N2,160,240,P7|P8|PO7|PO5,incompatible,word_valence,positive,incompatible_positive,12,7.5058702217264486
ERP059,low-support,word_N2,word,N2,160,240,P7|P8|PO7|PO5,compatible,word_valence,positive,compatible_positive,17,-7.5689535082992192
ERP059,low-support,word_N2,word,N2,160,240,P7|P8|PO7|PO5,compatible,word_valence,negative,compatible_negative,18,-7.6927706366976096
ERP059,low-support,word_N2,word,N2,160,240,P7|P8|PO7|PO5,incompatible,word_valence,negative,incompatible_negative,10,-2.5098914837974844
ERP059,low-support,word_N2,word,N2,160,240,P7|P8|PO7|PO5,incompatible,word_valence,positive,incompatible_positive,11,-5.6730411457373018
ERP060,low-support,word_N2,word,N2,160,240,P7|P8|PO7|PO5,compatible,word_valence,positive,compatible_positive,13,-8.2474459270681511
ERP060,low-support,word_N2,word,N2,160,240,P7|P8|PO7|PO5,compatible,word_valence,negative,compatible_negative,14,-7.3133540341495422
ERP060,low-support,word_N2,word,N2,160,240,P7|P8|PO7|PO5,incompatible,word_valence,negative,incompatible_negative,13,-1.8735366926812858
ERP060,low-support,word_N2,word,N2,160,240,P7|P8|PO7|PO5,incompatible,word_valence,positive,incompatible_positive,12,-5.3674506687922809
ERP001,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,19,2.1135585641067416
ERP001,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,19,2.8748795239660168
ERP001,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,20,0.051770379912821296
ERP001,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,20,-0.30239583881082988
ERP002,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,20,9.1832611499703969
ERP002,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,20,7.2174878684424337
ERP002,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,19,8.9093104744925338
ERP002,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,20,6.5952026788133811
ERP003,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,20,1.0500385509499599
ERP003,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,20,1.2523443331787609
ERP003,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,20,1.1653371885500821
ERP003,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,19,0.9631531707743336
ERP004,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,20,11.927791373828338
ERP004,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,20,10.710943763270782
ERP004,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,20,10.09121119541066
ERP004,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,20,10.936421362155096
ERP006,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,7,10.222814761537267
ERP006,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,7,16.020350123450331
ERP006,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,8,5.1911885255001859
ERP006,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,10,13.396633820518314
ERP007,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,20,1.4414083059326104
ERP007,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,19,0.95777272785053424
ERP007,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,20,3.1630796711225098
ERP007,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,19,1.770167784232402
ERP008,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,20,3.1885768810273256
ERP008,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,20,5.2231601743139766
ERP008,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,20,2.8240995538366209
ERP008,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,20,2.2981257578690233
ERP009,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,20,15.29199920170006
ERP009,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,20,14.141955492313604
ERP009,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,20,8.9923485703773061
ERP009,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,20,10.916964416346195
ERP010,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,12,5.3011433173447875
ERP010,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,13,6.7928800807462002
ERP010,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,18,5.6960640196136509
ERP010,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,20,3.3276638496743995
ERP011,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,20,8.3677353816974094
ERP011,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,20,10.314249822697189
ERP011,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,20,4.7714018901058948
ERP011,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,20,6.2933776915411057
ERP012,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,20,3.6798972784465724
ERP012,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,19,2.9527661926303193
ERP012,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,20,-1.2643026527779289
ERP012,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,19,-0.57744449053662594
ERP013,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,20,3.3500290288245829
ERP013,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,20,4.2543985152529142
ERP013,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,20,4.3619031338917429
ERP013,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,20,2.594831978102043
ERP014,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,13,2.4944240675520875
ERP014,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,17,4.7323025782942727
ERP014,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,19,5.4005383538268639
ERP014,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,20,1.7777941554909586
ERP015,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,18,5.6745491739425358
ERP015,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,19,6.5205520567551982
ERP015,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,20,4.7823376533832818
ERP015,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,20,5.7460057397999034
ERP017,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,19,7.6821131919383623
ERP017,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,19,7.909479206235023
ERP017,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,19,7.926866500739786
ERP017,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,19,7.4247717259068899
ERP018,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,20,3.0843860810162611
ERP018,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,20,5.0614705442080474
ERP018,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,19,2.4150143047223751
ERP018,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,18,0.16308465644598868
ERP019,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,20,11.575043323713549
ERP019,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,20,10.340040437253457
ERP019,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,20,10.429248547812843
ERP019,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,20,9.3038560696581225
ERP020,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,8,8.2545014495251152
ERP020,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,11,9.5885187306918755
ERP020,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,18,11.964065626108621
ERP020,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,19,10.538602096905954
ERP021,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,14,-4.2508729286747533
ERP021,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,14,1.0756965767022562
ERP021,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,19,-0.41564648088267048
ERP021,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,18,0.66446602638524577
ERP022,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,20,4.4706450201708865
ERP022,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,20,5.022854609337239
ERP022,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,19,3.0742701760195543
ERP022,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,19,1.3493288428695056
ERP023,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,20,4.8258101158822395
ERP023,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,20,3.384060952745326
ERP023,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,20,3.0698111686690654
ERP023,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,20,2.909623730770019
ERP024,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,20,1.1988636912915007
ERP024,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,20,1.4603352071222051
ERP024,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,20,2.3434819686897845
ERP024,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,19,2.4717428667690649
ERP025,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,20,1.1332611304926132
ERP025,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,20,1.6014206804906399
ERP025,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,19,2.7685304041981165
ERP025,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,20,2.6452685720359055
ERP026,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,19,3.7590016626240947
ERP026,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,20,5.6268031672970933
ERP026,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,19,4.5242663096832718
ERP026,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,18,2.6421406167697588
ERP027,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,20,7.7647731781158464
ERP027,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,20,4.7949585190340978
ERP027,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,19,3.8891289039280776
ERP027,high-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,18,3.335216026748169
ERP029,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,20,1.1009265575219036
ERP029,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,19,4.146517494252322
ERP029,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,20,2.4735337233081518
ERP029,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,20,5.0441272523878222
ERP030,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,18,2.5936223488496513
ERP030,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,17,4.1333859069494023
ERP030,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,19,1.7556588284518033
ERP030,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,17,6.5771139690552545
ERP031,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,19,4.3404344677954114
ERP031,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,20,5.5736420417486592
ERP031,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,19,3.67837999409578
ERP031,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,20,3.58596671100696
ERP032,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,19,7.030546360402802
ERP032,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,19,9.9711724781053288
ERP032,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,20,7.1700574089935509
ERP032,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,20,10.968121813448306
ERP033,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,18,3.5220656047686489
ERP033,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,19,5.1289244504347735
ERP033,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,20,4.2570494014758014
ERP033,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,19,6.4221342319998636
ERP034,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,18,0.49804664909914914
ERP034,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,17,1.3732665762673277
ERP034,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,16,2.4389903440049769
ERP034,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,17,5.1057024865741596
ERP035,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,14,11.974071264531679
ERP035,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,14,12.88360951380939
ERP035,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,16,12.605317178177327
ERP035,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,15,11.051398512949476
ERP036,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,20,7.4449249987542192
ERP036,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,19,6.4751552562025694
ERP036,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,20,6.8978570450546695
ERP036,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,15,6.9273868667062075
ERP037,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,20,-0.88912283780524859
ERP037,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,20,-0.1222354326536963
ERP037,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,20,-1.7815617462522606
ERP037,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,20,-1.1388113922515761
ERP038,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,19,3.3257045406991024
ERP038,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,20,2.6010916300600009
ERP038,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,19,3.3564982411599984
ERP038,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,18,5.1388121795965294
ERP039,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,17,-1.9918074247902033
ERP039,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,18,-0.56930835425438253
ERP039,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,15,-3.1339150349471288
ERP039,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,19,-1.6738312567767781
ERP040,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,20,5.2614907657692234
ERP040,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,20,8.0870848424446642
ERP040,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,20,6.1055962463173401
ERP040,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,20,8.4336699353271847
ERP041,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,19,0.64778527089783355
ERP041,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,20,2.6460984460183044
ERP041,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,19,5.691510737604907
ERP041,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,20,5.5222865528112139
ERP042,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,20,6.303135858400454
ERP042,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,19,7.2066892187194753
ERP042,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,20,7.5007240061615068
ERP042,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,20,7.1281490101838294
ERP043,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,14,6.6237184960764228
ERP043,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,10,4.9809671580753072
ERP043,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,3,6.869184390938182
ERP043,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,2,7.6246988672637031
ERP044,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,20,5.7718434427712104
ERP044,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,20,4.8425238330783076
ERP044,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,19,3.0620449571647659
ERP044,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,19,6.4112652444536202
ERP045,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,18,7.6222116053701798
ERP045,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,14,11.247646667518557
ERP045,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,8,6.4473591685429286
ERP045,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,unfamiliar,incompatible_unfamiliar,7,11.211132992253912
ERP046,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,own,compatible_own,18,8.0316003993929321
ERP046,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,compatible,picture_type,unfamiliar,compatible_unfamiliar,14,11.583115551909366
ERP046,low-support,picture_P3,picture,P3,250,400,P7|P5|P8|PO4,incompatible,picture_type,own,incompatible_own,1,5.9331230676952869
